,sentence
201,"Bos output: ['Das Internet häufig politischen Kontexten rechtsfreier Raum bezeichnet, nationale Gesetze internationale Struktur Internets Anonymität schwer durchsetzbar angesehen werden', ' Bei Anwendungen E-Mail zeigt sich, Technik Phänomen Spam überhaupt nicht vorbereitet ist', ' Dienste Myspace Facebook sollen Aufbau sozialer Netzwerke ermöglichen; Funktionen Instant Messaging erlauben online nahezu verzögerungsfreie Kommunikation', ' Mit steigenden Verbreitung Internets Medien Begriff Internetsucht immer thematisiert, wissenschaftlich jedoch umstritten ist', ' Ob wann exzessive Nutzung Internets „schädlichen Gebrauch“ Missbrauch darstellt Abhängigkeit führt, verschiedenen Studien aktuell untersucht'] ### Input: Das Internet wird häufig in politischen Kontexten als rechtsfreier Raum bezeichnet, da nationale Gesetze durch die internationale Struktur des Internets und durch Anonymität als schwer durchsetzbar angesehen werden. Bei Anwendungen wie E-Mail zeigt sich, dass die Technik auf das Phänomen des Spam überhaupt nicht vorbereitet ist. Dienste wie Myspace oder Facebook sollen den Aufbau sozialer Netzwerke ermöglichen; Funktionen wie Instant Messaging erlauben online nahezu verzögerungsfreie Kommunikation. Mit der steigenden Verbreitung des Internets wird in den Medien der Begriff Internetsucht immer wieder thematisiert, der wissenschaftlich jedoch umstritten ist. Ob und wann die exzessive Nutzung des Internets einen „schädlichen Gebrauch“ oder Missbrauch darstellt und zur Abhängigkeit führt, wird in verschiedenen Studien aktuell untersucht. EOS"
202,"Bos output: ['Die Akkus fest eingebaut Werkzeug austauschbar sein', ' Einige Modelle optional zweiten Akku bestückt werden, Laufzeit erhöhen', ' Der Zusatzakku oft statt optischen Laufwerks Schacht eingesetzt, Modellen unterhalb Hauptakkus angebracht daher größer ausfallen', ' Manche Modelle unterstützen Ersatzakkus erweiterter Kapazität'] ### Input: Die Akkus können fest eingebaut oder ohne Werkzeug austauschbar sein. Einige Modelle können optional mit einem zweiten Akku bestückt werden, um die Laufzeit zu erhöhen. Der Zusatzakku wird oft statt des optischen Laufwerks in dessen Schacht eingesetzt, bei manchen Modellen kann er aber auch unterhalb des Hauptakkus angebracht werden und daher größer ausfallen. Manche Modelle unterstützen Ersatzakkus mit erweiterter Kapazität. EOS"
203,"Bos output: ['Strafbare Rechtsverstöße Polizeibeamten zuständige Staatsanwaltschaft „Herrin Verfahrens“ verfolgt', ' Geahndet Anklage zuständige Gericht', ' Mit Zustimmung zuständigen Gerichts Beschuldigten Staatsanwaltschaft jedoch vorläufig Erhebung Anklage absehen zugleich Beschuldigten Auflagen erteilen , geeignet sind, öffentliche Interesse Strafverfolgung beseitigen, Schwere Verstoßes nicht entgegenstehen', ' Diese Verfahrensweise bedeutet Einstellung Verfahrens, allerdings erfolgt Ahndung Rechtsverstoßes Form entsprechenden Auflage', ' Bieten Ermittlungen nicht genügend Anlass Anklage , stellt Staatsanwaltschaft Verfahren ein'] ### Input: Strafbare Rechtsverstöße von Polizeibeamten werden durch die zuständige Staatsanwaltschaft als „Herrin des Verfahrens“ verfolgt. Geahndet werden sie bei Anklage durch das zuständige Gericht. Mit Zustimmung des zuständigen Gerichts und des Beschuldigten kann die Staatsanwaltschaft jedoch vorläufig von der Erhebung der Anklage absehen und zugleich dem Beschuldigten Auflagen erteilen , wenn diese geeignet sind, das öffentliche Interesse an der Strafverfolgung zu beseitigen, und der Schwere des Verstoßes nicht entgegenstehen. Diese Verfahrensweise bedeutet zwar eine Einstellung des Verfahrens, allerdings erfolgt eine Ahndung des Rechtsverstoßes in Form der entsprechenden Auflage. Bieten die Ermittlungen nicht genügend Anlass zur Anklage , so stellt die Staatsanwaltschaft das Verfahren ein. EOS"
204,"Bos output: ['Auf Neandertaler, Fundort Neandertal, östlich Düsseldorf, benannt, folgte etwa 40', '000 Jahren Afrika zugewanderte Homo sapiens, anatomisch moderne Mensch', ' Die Neandertaler verschwanden zwar, ließ jüngst belegen, beide zumindest gemeinsame Nachkommen hatten', ' Die jungpaläolithische Kleinkunst älteste bekannte Kunst Menschheit'] ### Input: Auf die Neandertaler, nach einem Fundort im Neandertal, östlich von Düsseldorf, benannt, folgte vor etwa 40.000 Jahren der aus Afrika zugewanderte Homo sapiens, der anatomisch moderne Mensch. Die Neandertaler verschwanden zwar, doch ließ sich jüngst belegen, dass beide zumindest einige gemeinsame Nachkommen hatten. Die jungpaläolithische Kleinkunst ist die älteste bekannte Kunst der Menschheit. EOS"
205,"Bos output: ['Der gewaltfreie Widerstand britische Kolonialherrschaft, Mohandas Karamchand Gandhi Jawaharlal Nehru, führte 1947 Unabhängigkeit', ' Gleichzeitig verfügte Kolonialmacht Teilung fast gesamten indischen Subkontinent umfassenden Kolonie Britisch-Indien zwei Staaten, säkulare Indische Union sowie kleinere Islamische Republik Pakistan', ' Die Briten erfüllten seit 1930er Jahren lauter werdenden Forderungen Muslimliga Führers Muhammad Ali Jinnah eigenen Nationalstaat muslimischer Bevölkerungsmehrheit'] ### Input: Der gewaltfreie Widerstand gegen die britische Kolonialherrschaft, vor allem unter Mohandas Karamchand Gandhi und Jawaharlal Nehru, führte 1947 zur Unabhängigkeit. Gleichzeitig verfügte die Kolonialmacht die Teilung der fast den gesamten indischen Subkontinent umfassenden Kolonie Britisch-Indien in zwei Staaten, die säkulare Indische Union sowie die kleinere Islamische Republik Pakistan. Die Briten erfüllten damit die seit den 1930er Jahren lauter werdenden Forderungen der Muslimliga und ihres Führers Muhammad Ali Jinnah nach einem eigenen Nationalstaat mit muslimischer Bevölkerungsmehrheit. EOS"
206,"Bos output: ['Einige Einwanderergruppen regional unterschiedlich verteilt', ' So leben etwa 1,5 Mio', ' türkischen Staatsbürger fast ausschließlich alten Ländern Berlin, jedoch nahezu überall stark vertreten', ' Die zweitgrößte Gruppe besteht rund 870', '000 Polen weist größeren Unterschiede alten neuen Ländern auf', ' Die drittgrößte ausländische Gruppe stammt Syrien rund 870', '000 Personen', ' Die rund 650', '000 Italiener stellten 2021 fünftgrößte Gruppe ausländischer Staatsbürger Deutschland älteste Gruppe sogenannten Gastarbeitern, weshalb klassischen Industrieregionen 1960er-Jahre Düsseldorf Wolfsburg Norden Frankfurt, Saarland, Stuttgart Raum Freiburg-Basel Süden vertreten ist', ' Insgesamt leben rund 210', '000 Ungarn Deutschland , vermehrt Südbayern sowie Baden-Württemberg niedergelassen haben', ' Die 150', '000 Niederländer befinden Platz 20', ' Sie leben Landkreisen Grenze Niederlanden, grenzüberschreitende Wohnen lange Tradition hat', ' Selbiges gilt Nachbarländer Deutschlands, außer Polen', ' Ein Teil rund 110', '000 Vietnamesen Deutschland wanderten DDR-Zeiten Vertragsarbeiter ein, sodass neuen Ländern größeren Ausländergruppen darstellen', ' Seit Wiedervereinigung Anzahl Deutschland lebenden Vietnamesen mehr verdoppelt, große Mehrheit lebten 2021 Westdeutschland Berlin'] ### Input: Einige Einwanderergruppen sind regional sehr unterschiedlich verteilt. So leben die etwa 1,5 Mio. türkischen Staatsbürger fast ausschließlich in den alten Ländern und Berlin, sind hier jedoch nahezu überall stark vertreten. Die zweitgrößte Gruppe besteht aus rund 870.000 Polen und weist keine größeren Unterschiede zwischen alten und neuen Ländern auf. Die drittgrößte ausländische Gruppe stammt aus Syrien mit rund 870.000 Personen. Die rund 650.000 Italiener stellten 2021 die fünftgrößte Gruppe ausländischer Staatsbürger in Deutschland und die älteste Gruppe unter den sogenannten Gastarbeitern, weshalb sie vor allem in den klassischen Industrieregionen der 1960er-Jahre von Düsseldorf und Wolfsburg im Norden über Frankfurt, das Saarland, bis Stuttgart und im Raum Freiburg-Basel im Süden vertreten ist. Insgesamt leben rund 210.000 Ungarn in Deutschland , die sich vermehrt in Südbayern sowie in Baden-Württemberg niedergelassen haben. Die 150.000 Niederländer befinden sich an Platz 20. Sie leben vor allem in den Landkreisen an der Grenze zu den Niederlanden, wo das grenzüberschreitende Wohnen eine lange Tradition hat. Selbiges gilt für alle Nachbarländer Deutschlands, außer Polen. Ein Teil der rund 110.000 Vietnamesen in Deutschland wanderten zu DDR-Zeiten als Vertragsarbeiter ein, sodass sie in den neuen Ländern nach wie vor eine der größeren Ausländergruppen darstellen. Seit der Wiedervereinigung hat sich die Anzahl der in Deutschland lebenden Vietnamesen mehr als verdoppelt, eine große Mehrheit lebten 2021 in Westdeutschland und Berlin. EOS"
207,"Bos output: ['2014 verfügten 79,2 % indischen Haushalte Stromanschluss'] ### Input: 2014 verfügten 79,2 % der indischen Haushalte über einen Stromanschluss EOS"
208,"Bos output: ['Immer brachten Zuwanderer Sprachen mit, Beispiel Ruhrpolen 19', ' Jahrhundert', ' Während Nachkommen älteren Zuwanderungswellen inzwischen sprachlich weitgehend angepasst haben, verwenden Zuwanderer vergangenen Jahrzehnte untereinander neben Deutschen häufig Muttersprache, Türkisch ', ' Daneben russische Sprache verbreitet, Kontingentflüchtlingen Russlanddeutschen, denen nicht deutsche plautdietsche, russische Muttersprachler gehören ', ' Auch Zahl Personen, Polnisch Alltagssprache verwenden, relativ hoch vermutet'] ### Input: Immer wieder brachten Zuwanderer ihre Sprachen mit, zum Beispiel die Ruhrpolen im 19. Jahrhundert. Während die Nachkommen der älteren Zuwanderungswellen sich inzwischen sprachlich weitgehend angepasst haben, verwenden Zuwanderer der vergangenen Jahrzehnte untereinander neben dem Deutschen noch häufig ihre Muttersprache, vor allem Türkisch . Daneben ist auch die russische Sprache verbreitet, unter Kontingentflüchtlingen und unter Russlanddeutschen, zu denen nicht nur deutsche oder plautdietsche, sondern auch russische Muttersprachler gehören . Auch die Zahl der Personen, welche Polnisch als Alltagssprache verwenden, wird als relativ hoch vermutet. EOS"
209,"Bos output: ['Als Nationalfeiertage Republic Day 26', ' Januar, Tag Inkrafttretens Verfassung Jahre 1950, Independence Day 15', ' August, Ende britischen Kolonialherrschaft 1947 erinnert, begangen', ' Letzterer jedoch nicht aufwändig zelebriert Tag Republik, Delhi große Parade stattfindet, Staatspräsidenten abgenommen wird', ' Auch Geburtstag Führers Unabhängigkeitsbewegung Mohandas Karamchand Gandhi 2', ' Oktober sowie mehrere religiöse Feste landesweite gesetzliche Feiertage', ' Religiöse Festtage nehmen Indien außerordentlich hohen Stellenwert ein', ' Zu wichtigsten hinduistischen Feierlichkeiten gehören Lichterfest Diwali, Dashahara , Frühlingsfeste Holi Vasant Panchami, Ganesh Chaturthi Ehren Ganeshas, Raksha Bandhan sowie viele weitere Pujas Ehren einzelner Gottheiten', ' Muslime feiern etwa Opferfest Höhepunkt Pilgerfahrt Mekka Id al-Fitr Ende Fastenmonats Ramadan', ' Der wichtigste Feiertag Sikhs, Buddhisten Jainas Geburtstag jeweiligen Glaubensstifters ', ' Christen feiern Ostern Weihnachten'] ### Input: Als Nationalfeiertage werden der Republic Day am 26. Januar, dem Tag des Inkrafttretens der Verfassung im Jahre 1950, und der Independence Day am 15. August, der an das Ende der britischen Kolonialherrschaft 1947 erinnert, begangen. Letzterer wird jedoch nicht so aufwändig zelebriert wie der Tag der Republik, an dem in Delhi eine große Parade stattfindet, die vom Staatspräsidenten abgenommen wird. Auch der Geburtstag des Führers der Unabhängigkeitsbewegung Mohandas Karamchand Gandhi am 2. Oktober sowie mehrere religiöse Feste sind landesweite gesetzliche Feiertage. Religiöse Festtage nehmen in Indien einen außerordentlich hohen Stellenwert ein. Zu den wichtigsten hinduistischen Feierlichkeiten gehören das Lichterfest Diwali, Dashahara , die Frühlingsfeste Holi und Vasant Panchami, Ganesh Chaturthi zu Ehren Ganeshas, Raksha Bandhan sowie viele weitere Pujas zu Ehren einzelner Gottheiten. Muslime feiern etwa das Opferfest zum Höhepunkt der Pilgerfahrt nach Mekka und Id al-Fitr zum Ende des Fastenmonats Ramadan. Der wichtigste Feiertag der Sikhs, Buddhisten und Jainas ist der Geburtstag ihres jeweiligen Glaubensstifters . Christen feiern vor allem Ostern und Weihnachten. EOS"
210,"Bos output: ['Das Internet gilt vielen Experten größten Veränderungen Informationswesens seit Erfindung Buchdrucks großen Auswirkungen alltägliche Leben', ' Im Jahr 2013 Bundesgerichtshof erklärt, Internet Lebensgrundlage Privatpersonen gehört'] ### Input: Das Internet gilt bei vielen Experten als eine der größten Veränderungen des Informationswesens seit der Erfindung des Buchdrucks mit großen Auswirkungen auf das alltägliche Leben. Im Jahr 2013 hat der Bundesgerichtshof erklärt, dass das Internet zur Lebensgrundlage von Privatpersonen gehört. EOS"
211,"Bos output: ['Rasanten Auftrieb erhielt Internet ab 1993, erste grafikfähige Webbrowser namens Mosaic veröffentlicht kostenlosen Download angeboten wurde, Darstellung Inhalten WWW ermöglichte', ' Insbesondere AOL Software-Suite kam wachsenden Zahl Nutzern vielen kommerziellen Angeboten Internet', ' Da Webbrowser fast verdrängte, „Killerapplikation“ Internets bezeichnet', ' Das Internet wesentlicher Katalysator Digitalen Revolution'] ### Input: Rasanten Auftrieb erhielt das Internet ab 1993, als der erste grafikfähige Webbrowser namens Mosaic veröffentlicht und zum kostenlosen Download angeboten wurde, der die Darstellung von Inhalten des WWW ermöglichte. Insbesondere durch AOL und dessen Software-Suite kam es zu einer wachsenden Zahl von Nutzern und vielen kommerziellen Angeboten im Internet. Da der Webbrowser fast alles andere verdrängte, wird er auch als die „Killerapplikation“ des Internets bezeichnet. Das Internet ist ein wesentlicher Katalysator der Digitalen Revolution. EOS"
212,"Bos output: ['Den größten Anteil Abwanderer stellten Jahr 2015 Deutsche , Rumänen , Polen Bulgaren ', ' Die Anzahl Emigranten deutscher Staatsbürgerschaft schwankte vergangenen zehn Jahren 133', '000 175', '000 jährlich'] ### Input: Den größten Anteil der Abwanderer stellten im Jahr 2015 Deutsche , Rumänen , Polen und Bulgaren . Die Anzahl der Emigranten mit deutscher Staatsbürgerschaft schwankte in den vergangenen zehn Jahren zwischen 133.000 und 175.000 jährlich. EOS"
213,"Bos output: ['In letzten dreißig Jahren wurde Verstädterung Indiens 60 % natürlichem Bevölkerungswachstum getragen', ' Zuwanderung trug Fünftel Wachstums städtischer Bevölkerung bei', ' Ein weiteres Fünftel Wachstums verteilt gleichmäßig Bildung neuer Städte statistische Umklassifizierung Ausdehnung Grenzen Sprawl', ' Damit Indien heute 46 Städte mehr Million Einwohnern ', ' Allein Ballungsraum Mumbai mittlerweile 28 Millionen Einwohner größere Bevölkerung ganz Australien', ' Dennoch stellt städtische Bevölkerung Anteil Gesamteinwohnerzahl lediglich 31,2 % Minderheit dar', ' Mit wirtschaftlichen Entwicklung schreitet Urbanisierung Indiens schnell voran jährlich wächst städtische Bevölkerung Indiens knapp 10 Millionen an', ' In Städten Indiens nahezu gesamte Wirtschaftsleistung erbracht'] ### Input: In den letzten dreißig Jahren wurde die Verstädterung Indiens zu 60 % von natürlichem Bevölkerungswachstum getragen. Zuwanderung trug zu einem Fünftel des Wachstums städtischer Bevölkerung bei. Ein weiteres Fünftel des Wachstums verteilt sich gleichmäßig auf die Bildung neuer Städte durch statistische Umklassifizierung und durch die Ausdehnung von Grenzen oder Sprawl. Damit hat Indien heute 46 Städte mit mehr als einer Million Einwohnern . Allein der Ballungsraum Mumbai hat mittlerweile über 28 Millionen Einwohner und damit eine größere Bevölkerung als ganz Australien. Dennoch stellt die städtische Bevölkerung mit einem Anteil an der Gesamteinwohnerzahl von lediglich 31,2 % eine Minderheit dar. Mit der wirtschaftlichen Entwicklung schreitet die Urbanisierung Indiens schnell voran und jährlich wächst die städtische Bevölkerung Indiens um knapp 10 Millionen an. In den Städten Indiens wird nahezu die gesamte Wirtschaftsleistung erbracht. EOS"
